# lambda mean ci95_lo ci95_hi std n
0.2 763.6848 747.9453347346799 779.4242652653201 25.39416295485594 10
0.4 902.0426 888.6539543116642 915.4312456883358 21.60133426537454 10
0.6 1099.964 1075.707801600694 1124.220198399306 39.135119550375975 10
0.8 1435.356 1403.9191044948518 1466.7928955051482 50.720506306621246 10
1.0 2008.8080000000002 1926.7158781051803 2090.90012189482 132.44800160398376 10
