# lambda mean ci95_lo ci95_hi std n
0.2 765.9264000000001 752.6123949670804 779.2404050329197 21.480908511720077 10
0.4 922.8173999999999 909.2804256668013 936.3543743331985 21.840648734768767 10
0.6 1106.152 1090.6044612957205 1121.6995387042796 25.084507303646 10
0.8 1421.2899999999997 1374.876044909268 1467.7039550907314 74.88459862422384 10
1.0 2012.898 1898.4418155505348 2127.354184449465 184.66440569013 10
