# lambda mean ci95_lo ci95_hi std n
0.2 768.9974400000001 763.2392752596642 774.755604740336 14.689195766163193 25
0.4 917.38944 910.4873081223027 924.2915718776974 17.607479279840145 25
0.6 1108.7220000000002 1100.0538323217265 1117.3901676782739 22.112672648657053 25
0.8 1425.6603999999998 1404.9504309026918 1446.3703690973077 52.831553819663476 25
1.0 2012.4995999999999 1957.780795276673 2067.218404723327 139.5887875595076 25
